fecha,canal,category,subcategory,subcategory_2,subcategory_3,marca,modelo,sku,upc,item,item_characteristics,url sku,image,price,sale_price,shipment cost,sales flag,store id,store name,store address,stock,upc wm,final_price,upc wm2,comp,composition,made_in,url item,talla
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_4.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,4.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_5.5,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,5.5
2025/01/14,Siman (CR),Zapatos,,,,Adidas Originals,Blanco,104727751,104727751_Blanco_6,Zapato Adidas Originals Samba casual color blanco/negro para mujer,"Descripción | Un mito del fútbol toma las calles. Un estilo que nace en los campos de fútbol, Samba es un icono atemporal del estilo urbano. Fiel a su legado, Samba presenta una elegante silueta de perfil bajo, una parte superior de piel suave, refuerzos de ante y suela de goma, lo que la convierte en una zapatilla imprescindible para tus diferentes actividades que te hará lucir a la moda. Horma clásica con cierre de cordones y parte superior de piel granulada con refuerzos de ante y detalles dorados. Forro de piel sintética; suela de goma color caramelo. | Estilo moda: :: Casual | Color: :: Blanco | Estilo de calzado para damas: :: Sneaker | Horma de calzado: :: Confort | Sexo: :: Mujer | Materiales: :: Parte superior de cuero; forro sintético; suela de goma",https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,https://siman.vtexassets.com/arquivos/ids/6134688-800-auto?v=638618316928500000&width=800&height=auto&aspect=true,73900.00,,available,regular,9999_siman_cr,ONLINE,ONLINE,,104727751,73900.00,104727751,,,,https://cr.siman.com/zapato-casual-adidas-originals-samba-og-color-blanco-negro-para-mujer-104727741/p?skuId=8300627,6
